city,state,price,year,make,model,condition,cylinders,fuel,odometer,title,transmission,drive,size,type,color,lat,long
lewiston ,ID,26990,2016,ram,1500,excellent,8 cylinders,gas,51974,clean,automatic,4wd,full-size,pickup,grey,46.206891,-116.89628799999998
muskegon,MI,21975,2015,jeep,grand cherokee,excellent,6 cylinders,gas,45882,clean,automatic,4wd,mid-size,SUV,white,43.4436,-86.34779
tyler ,TX,2600,2001,chrysler,300 m,good,6 cylinders,gas,226800,clean,automatic,fwd,full-size,sedan,blue,32.5283,-95.6545
palm springs,CA,20399,2013,mercedes-benz,glk-class,excellent,6 cylinders,gas,30536,clean,automatic,rwd,compact,SUV,red,33.743766,-116.358566
chicago,IL,19500,2010,mini,van,excellent,6 cylinders,gas,2301,clean,automatic,fwd,full-size,van,grey,41.5094,-87.8248
utica,NY,31490,2019,ford,f150,excellent,8 cylinders,gas,18424,clean,automatic,4wd,full-size,truck,white,43.1527,-75.927715
killeen ,TX,7200,2006,toyota,rav4,excellent,4 cylinders,gas,199442,clean,automatic,fwd,full-size,SUV,silver,31.124478999999997,-97.721092
tulsa,OK,8500,2014,chevrolet,"cruze ltz, rs",like new,4 cylinders,gas,105000,clean,automatic,rwd,mid-size,sedan,red,36.140356,-95.886619
winston-salem,NC,2900,2003,audi,all road quattro,good,6 cylinders,gas,125084,salvage,automatic,4wd,mid-size,wagon,brown,36.0065,-80.4463
boise,ID,15635,2010,chevrolet,silverado 1500 crew cab,excellent,8 cylinders,gas,154112,clean,automatic,4wd,full-size,pickup,silver,43.590574,-116.553747
fort smith,AR,6500,2009,acura,tsx,good,4 cylinders,gas,131000,clean,automatic,fwd,compact,sedan,black,35.39425,-94.41091
dayton ,OH,0,2015,dodge,challenger,excellent,8 cylinders,gas,42843,clean,manual,rwd,compact,coupe,silver,39.28375,-84.47498
austin,TX,0,2008,ford,super duty f-350 srw,excellent,8 cylinders,diesel,174200,clean,automatic,4wd,full-size,pickup,blue,32.746334999999995,-96.988549
omaha ,NE,8950,2015,nissan,sentra sv,like new,4 cylinders,gas,85000,clean,automatic,fwd,mid-size,sedan,silver,41.212606,-95.97455500000001
tampa bay area,FL,19995,2015,ford,f-250,excellent,8 cylinders,gas,70672,clean,automatic,rwd,full-size,truck,white,28.069439000000003,-82.460515
milwaukee,WI,19990,2012,ford,econoline,good,8 cylinders,gas,22278,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
wausau,WI,7750,2008,toyota,rav4,good,4 cylinders,gas,142118,clean,automatic,4wd,full-size,SUV,silver,44.688806,-90.20024000000001
appleton,WI,3995,2015,chrysler,200c,good,6 cylinders,gas,49880,salvage,automatic,fwd,mid-size,sedan,red,43.961981,-91.27339
los angeles,CA,0,2017,chevrolet,volt lt,good,4 cylinders,gas,36675,clean,automatic,fwd,compact,sedan,black,34.186234000000006,-118.404918
fort collins ,CO,6000,2004,gmc,sierra 2500hd,good,8 cylinders,gas,231000,clean,automatic,4wd,full-size,truck,white,40.854202,-104.790859
york,PA,9900,2014,mazda,cx-5,excellent,4 cylinders,gas,124261,clean,automatic,4wd,full-size,SUV,red,39.972698,-76.695388
moses lake,WA,5995,2004,honda,accord sdn,good,4 cylinders,gas,0,clean,automatic,fwd,mid-size,sedan,blue,46.0471,-118.4093
lake of the ozarks,MO,26900,2017,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,99000,clean,automatic,4wd,full-size,truck,blue,36.6955,-93.115
daytona beach,FL,12999,2011,gmc,acadia sle,like new,6 cylinders,gas,75152,clean,automatic,rwd,mid-size,SUV,white,29.077928999999997,-81.313062
altoona,PA,2200,2006,volkswagen,jetta,good,4 cylinders,diesel,231123,clean,automatic,fwd,mid-size,sedan,white,40.583089,-78.313637
springfield,MO,12890,2017,ford,transit connect,good,4 cylinders,gas,114550,clean,automatic,fwd,full-size,van,white,37.1249,-93.46381600000001
milwaukee,WI,14990,2011,ford,f-250 sd,good,8 cylinders,gas,136100,clean,automatic,4wd,full-size,truck,white,40.468826,-74.281734
abilene,TX,9700,2010,cadillac,srx luxury collection,good,8 cylinders,gas,140000,clean,automatic,fwd,mid-size,SUV,white,32.96,-96.8385
skagit ,WA,9995,2009,subaru,impreza wrx,good,4 cylinders,gas,127910,clean,manual,4wd,compact,sedan,grey,48.501236,-122.612812
boise,ID,21995,2013,ford,f-150 xlt 4x4,good,6 cylinders,gas,93973,clean,automatic,4wd,full-size,pickup,black,43.619455,-116.30550500000001
tyler ,TX,5495,2008,cadillac,dts,excellent,8 cylinders,gas,117180,clean,automatic,fwd,full-size,sedan,white,32.93166,-96.746452
SF bay area,CA,6500,2013,ford,focus se,excellent,4 cylinders,gas,70000,clean,automatic,fwd,compact,hatchback,grey,36.9721,-121.9881
utica,NY,18995,2015,ram,1500,excellent,8 cylinders,gas,125015,clean,automatic,4wd,full-size,truck,red,43.0586,-75.3808
tampa bay area,FL,24995,2013,ford,f-250sd,excellent,8 cylinders,gas,44110,clean,automatic,4wd,full-size,truck,white,28.03978,-81.94071
indianapolis,IN,12923,2014,kia,sportage lx,excellent,4 cylinders,gas,50974,clean,automatic,fwd,mid-size,SUV,silver,40.131717,-86.212846
eau claire,WI,8350,2007,ford,f-150,good,8 cylinders,gas,144405,clean,automatic,4wd,full-size,truck,red,44.861013,-91.64787700000001
jacksonville,FL,7200,2010,toyota,prius hybrid,good,4 cylinders,hybrid,106570,clean,automatic,fwd,compact,hatchback,grey,30.212565,-81.38409200000001
southwest MN,MN,800,2006,ford,taurus,fair,6 cylinders,gas,22000,clean,automatic,fwd,mid-size,sedan,silver,44.7507,-94.8716
albany,NY,8995,2013,chrysler,town country,excellent,6 cylinders,gas,106889,clean,automatic,fwd,full-size,van,grey,43.0586,-75.3808
buffalo,NY,6800,2008,pontiac,g6 gt coupe,excellent,6 cylinders,gas,56000,clean,automatic,fwd,full-size,coupe,black,42.8853,-78.7462
kalamazoo,MI,12700,2014,nissan,rogue,like new,4 cylinders,gas,74500,clean,automatic,fwd,full-size,SUV,grey,42.4723,-85.7035
jackson,MI,31995,2016,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,55209,clean,automatic,4wd,full-size,pickup,black,42.603551,-83.91973
twin tiers NY,PA,6995,2003,chevrolet,silverado 1500 ex cab,excellent,8 cylinders,gas,116163,clean,automatic,4wd,full-size,pickup,grey,41.839092,-76.647706
green bay,WI,16990,2017,ford,escape se 4wd,good,4 cylinders,gas,57610,clean,automatic,4wd,mid-size,SUV,blue,44.4975,-88.0324
grand rapids,MI,21997,2017,nissan,rogue,excellent,4 cylinders,gas,12719,rebuilt,automatic,rwd,mid-size,SUV,silver,42.6746,-85.643229
salt lake city,UT,28000,2008,dodge,charger srt8 superbee,like new,8 cylinders,gas,51000,clean,automatic,rwd,full-size,sedan,blue,40.4406,-109.5469
bismarck,ND,10990,2007,lincoln,navigator luxury 4x4,good,8 cylinders,gas,162229,clean,automatic,4wd,full-size,SUV,brown,47.920244,-97.044974
duluth ,MN,12885,2013,subaru,impreza 2.0i sport,excellent,4 cylinders,gas,37411,rebuilt,automatic,4wd,mid-size,wagon,blue,45.049081,-93.35899599999999
columbus,OH,13250,2011,bmw,3 series 335is,excellent,6 cylinders,gas,118000,clean,automatic,rwd,mid-size,coupe,black,40.144081,-82.9846
bend,OR,18998,2012,ford,f-150,excellent,6 cylinders,gas,149000,clean,automatic,4wd,full-size,pickup,white,44.053757,-121.302076
orlando,FL,7995,2008,ford,mustang,excellent,6 cylinders,gas,83071,clean,automatic,4wd,mid-size,coupe,silver,28.859044,-81.904409
norfolk ,VA,16900,2017,honda,civic ex,good,4 cylinders,gas,10400,clean,automatic,fwd,compact,sedan,silver,36.834282,-76.311454
lehigh valley,PA,1900,2002,mazda,6,good,4 cylinders,gas,120000,clean,automatic,fwd,full-size,sedan,silver,40.616946,-75.44178199999999
cincinnati,OH,5495,2012,chevrolet,sonic,good,4 cylinders,gas,106592,clean,manual,fwd,compact,sedan,black,39.097761,-83.347993
flagstaff ,AZ,7900,2012,chevrolet,silverado 2500hd 4x4,like new,8 cylinders,gas,202000,clean,automatic,4wd,full-size,truck,white,33.436545,-111.926299
huntsville ,AL,7995,2009,ford,explorer eddie bauer 4x4,excellent,8 cylinders,gas,168258,clean,automatic,4wd,full-size,SUV,white,34.779447,-86.921245
st cloud,MN,13888,2013,ford,econoline cargo van,good,8 cylinders,gas,146678,clean,automatic,rwd,mid-size,van,white,45.553434,-94.231841
dallas ,TX,16500,2016,mazda,mazda6,excellent,4 cylinders,gas,74679,clean,manual,fwd,mid-size,sedan,white,32.805054,-97.25654200000001
bend,OR,19995,2017,ford,mustang,good,4 cylinders,gas,36219,clean,automatic,rwd,sub-compact,coupe,white,45.524794,-122.65616999999999
topeka,KS,15095,2010,ford,super duty f-250 srw,good,8 cylinders,diesel,184637,clean,automatic,4wd,full-size,pickup,white,39.073454,-95.664519
boise,ID,11388,2010,mercedes-benz,glk-class,good,6 cylinders,gas,110054,clean,automatic,4wd,full-size,SUV,custom,43.630744,-116.251228
gainesville,FL,8400,2010,ford,f-150,excellent,8 cylinders,gas,118300,clean,automatic,rwd,full-size,pickup,silver,29.675674,-82.382805
fort smith,AR,0,2019,ford,f-250sd,excellent,8 cylinders,diesel,32978,clean,automatic,4wd,full-size,truck,white,34.90067,-95.75197
mohave county,AZ,5850,2001,jaguar,xk8 convertible,excellent,8 cylinders,gas,104000,clean,automatic,4wd,mid-size,convertible,black,35.099691,-114.637325
sioux city,IA,2850,2002,dodge,caravan,good,6 cylinders,gas,140953,clean,automatic,fwd,full-size,van,blue,45.553434,-94.231841
duluth ,MN,11995,2010,toyota,highlander se 4wd,good,6 cylinders,gas,128307,clean,automatic,4wd,mid-size,SUV,brown,46.86685,-92.154186
siskiyou county,CA,9990,2012,ford,edge limited 4dr crossover,like new,6 cylinders,gas,129000,clean,automatic,fwd,mid-size,SUV,white,38.606405,-121.44766100000001
sarasota,FL,6990,2009,infiniti,fx35,like new,6 cylinders,gas,149000,clean,automatic,rwd,full-size,SUV,blue,27.3369,-82.5128
winchester,VA,18980,2011,ford,f150 4x4,excellent,6 cylinders,gas,96646,clean,automatic,4wd,full-size,pickup,grey,39.186142,-78.142002
cleveland,OH,5450,2005,gmc,savana 1500,good,6 cylinders,gas,124068,clean,automatic,rwd,full-size,van,white,41.46965,-81.71981600000001
SF bay area,CA,9888,2011,mazda,mazda3,excellent,4 cylinders,gas,59108,clean,automatic,fwd,compact,sedan,silver,37.640211,-122.058776
detroit metro,MI,14500,2018,chevrolet,malibu,excellent,4 cylinders,gas,31000,rebuilt,automatic,fwd,mid-size,sedan,silver,42.370585999999996,-83.30010899999999
greenville ,SC,9900,2013,ram,1500 tradesman/express,good,8 cylinders,gas,117000,lien,automatic,rwd,full-size,pickup,black,34.6962,-82.2893
cincinnati,OH,0,2011,ford,edge,excellent,6 cylinders,gas,135934,clean,automatic,fwd,mid-size,SUV,red,39.28685,-84.46831999999999
south florida,FL,0,2016,infiniti,q50,excellent,6 cylinders,gas,32206,clean,automatic,rwd,mid-size,sedan,black,25.61261,-80.34756999999999
frederick,MD,2600,2004,lincoln,navigator 4wd luxury,good,8 cylinders,gas,134000,clean,automatic,4wd,full-size,wagon,silver,39.555437,-76.989023
macon ,GA,11500,2011,cadillac,srx,excellent,6 cylinders,gas,134132,clean,automatic,fwd,mid-size,SUV,silver,32.8424,-83.6766
eugene,OR,0,2012,ram,3500 lifted long bed diesel,excellent,6 cylinders,diesel,80504,clean,automatic,4wd,full-size,truck,silver,45.385979,-122.608301
eugene,OR,5995,2004,nissan,frontier king cab xe 6ft,good,4 cylinders,gas,167026,clean,manual,rwd,mid-size,pickup,grey,44.053498,-123.118801
des moines,IA,19995,2018,ford,escape se,like new,4 cylinders,gas,2451,clean,automatic,4wd,compact,SUV,white,41.7194,-93.6266
lincoln,NE,15495,2008,ford,mustang gt,like new,8 cylinders,gas,29800,clean,manual,rwd,mid-size,coupe,red,40.566882,-96.922697
southwest michigan,IN,10995,2013,chrysler,town country,good,6 cylinders,gas,117083,clean,automatic,fwd,full-size,van,blue,41.680677,-86.126046
southwest michigan,IN,11995,2012,ford,explorer,good,6 cylinders,gas,131678,clean,automatic,4wd,full-size,SUV,red,41.680677,-86.126046
dayton ,OH,5995,2006,chevrolet,silverado 1500,good,6 cylinders,gas,94175,clean,automatic,rwd,full-size,truck,silver,39.861785999999995,-84.10475799999999
ventura county,CA,9500,2011,dodge,dakota,excellent,6 cylinders,gas,135000,clean,automatic,rwd,mid-size,pickup,silver,34.400288,-119.286601
lynchburg,VA,16799,2009,gmc,sierra,excellent,8 cylinders,gas,61153,clean,automatic,4wd,full-size,truck,red,37.336794,-79.239879
des moines,IA,18995,2012,chevrolet,avalanche ltz 4x4,excellent,8 cylinders,gas,141000,clean,automatic,4wd,full-size,other,black,41.600615000000005,-93.501522
roseburg,OR,11900,2005,chevrolet,silverado 1500,excellent,8 cylinders,gas,165247,clean,automatic,4wd,full-size,truck,black,45.484359999999995,-123.84504199999999
el paso,TX,9999,2019,chevrolet,trax,excellent,4 cylinders,gas,5151,rebuilt,automatic,fwd,full-size,SUV,black,31.801408000000002,-106.299108
des moines,IA,0,2008,chevrolet,silverado 1500,excellent,8 cylinders,gas,163569,clean,automatic,4wd,full-size,pickup,silver,41.542262,-93.62518399999999
ocala,FL,0,2006,toyota,tundra sr5,excellent,8 cylinders,gas,208943,clean,automatic,rwd,full-size,pickup,grey,29.194542,-82.142072
topeka,KS,12995,2003,ram,2500,good,6 cylinders,diesel,0,clean,automatic,4wd,full-size,truck,black,39.137157,-95.954892
hudson valley,NY,7800,2002,chevrolet,avalanche,good,8 cylinders,gas,116203,clean,automatic,4wd,full-size,SUV,grey,41.279773,-73.926529
omaha ,NE,14945,2014,honda,odyssey ex,excellent,6 cylinders,gas,102000,clean,automatic,fwd,full-size,van,red,41.371899,-96.152653
rockford,IL,0,2012,ford,f-150,excellent,6 cylinders,gas,72536,clean,automatic,4wd,mid-size,truck,blue,42.26617,-89.00464000000001
harrisonburg,VA,9990,2012,chevrolet,traverse lt,excellent,6 cylinders,gas,94250,clean,automatic,4wd,full-size,SUV,grey,38.9268,-78.1796
grand rapids,MI,10995,2015,subaru,forester,good,4 cylinders,gas,168097,clean,automatic,4wd,full-size,SUV,black,43.158425,-85.551242
asheville,NC,14995,2010,chevrolet,tahoe lt,excellent,8 cylinders,gas,154265,clean,automatic,rwd,full-size,SUV,black,35.190556,-83.368454
mobile,AL,0,2015,toyota,tacoma,good,4 cylinders,gas,52382,clean,automatic,rwd,full-size,truck,white,33.711509,-78.909582
rockford,IL,3990,2009,chrysler,pt cruiser touring,good,4 cylinders,gas,125835,clean,automatic,fwd,compact,wagon,green,42.3545,-89.0397
des moines,IA,14995,2017,honda,civic lx,excellent,4 cylinders,gas,26000,clean,automatic,fwd,compact,sedan,blue,41.661338,-93.608124
dayton ,OH,0,2011,chevrolet,corvette,excellent,8 cylinders,gas,64979,clean,manual,rwd,sub-compact,convertible,blue,39.28375,-84.47498
tallahassee,FL,3995,2008,bmw,328i,like new,6 cylinders,gas,100468,clean,automatic,rwd,full-size,sedan,blue,30.445546000000004,-84.3261
SF bay area,CA,21995,2011,nissan,titan 4x4,excellent,8 cylinders,gas,72000,clean,automatic,4wd,full-size,truck,white,37.3163,-121.9356
columbus,GA,29950,2016,toyota,tacoma sr5,like new,6 cylinders,gas,44449,clean,automatic,4wd,mid-size,pickup,white,30.2933,-81.5092
philadelphia,PA,9999,2014,toyota,camry se,like new,4 cylinders,gas,77616,clean,automatic,fwd,full-size,sedan,white,40.267031,-74.46254300000001
lake of the ozarks,MO,26995,2016,ford,expedition,excellent,6 cylinders,gas,85164,clean,automatic,4wd,full-size,SUV,black,38.671618,-94.36650999999999
austin,TX,16988,2012,audi,a6,excellent,6 cylinders,gas,86114,clean,automatic,4wd,full-size,sedan,black,30.390922999999997,-97.715621
southeast KS,KS,12900,2009,chevrolet,silverado 1500 lt z71,good,8 cylinders,gas,175492,clean,automatic,4wd,full-size,truck,blue,37.53293,-95.832549
huntsville ,AL,5995,2003,toyota,4runner,good,8 cylinders,gas,212589,clean,automatic,rwd,full-size,SUV,grey,35.248663,-87.327579
poconos,NJ,850,2003,chrysler,pt cruiser,fair,4 cylinders,gas,207000,clean,automatic,fwd,sub-compact,hatchback,black,41.3228,-74.8824
Manchester,NH,24995,2014,infiniti,qx80,excellent,8 cylinders,gas,104825,clean,automatic,4wd,full-size,SUV,white,41.9099,-72.6029
birmingham,AL,9600,2014,nissan,altima sl,excellent,4 cylinders,gas,112400,clean,automatic,fwd,mid-size,sedan,white,33.7299,-86.6451
ocala,FL,1,2016,bmw,x6,excellent,6 cylinders,gas,67585,clean,automatic,rwd,full-size,SUV,black,28.466088,-81.396429
peoria,IL,15000,2004,volkswagen,phaeton,excellent,12 cylinders,gas,87500,clean,automatic,4wd,full-size,sedan,black,40.6148,-89.4604
south florida,FL,0,2015,lexus,rc,excellent,6 cylinders,gas,39854,clean,automatic,rwd,sub-compact,coupe,silver,25.66926,-80.32141999999999
panama city,FL,0,2011,ford,f-150,excellent,6 cylinders,gas,111326,clean,automatic,rwd,full-size,truck,custom,30.175406,-85.65956800000001
lexington,KY,12500,2017,ram,1500,good,8 cylinders,gas,51826,clean,automatic,4wd,full-size,truck,red,37.958805,-83.938912
brunswick,GA,4995,2006,honda,civic hybrid,good,4 cylinders,hybrid,0,clean,automatic,fwd,compact,sedan,blue,31.385790999999998,-81.433592
tulsa,OK,0,2016,toyota,tundra,excellent,8 cylinders,gas,83500,clean,automatic,4wd,mid-size,truck,white,36.72137,-95.93518
poconos,NJ,1600,2005,gmc,envoy,good,6 cylinders,gas,126472,clean,automatic,4wd,full-size,truck,grey,41.09368,-75.32695799999999
cincinnati,OH,5795,2012,ford,fusion,excellent,4 cylinders,gas,133160,clean,manual,fwd,mid-size,sedan,silver,39.097945,-83.348336
long island,NY,8990,2008,ford,econoline,good,8 cylinders,gas,202413,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
san luis obispo,CA,5997,2006,audi,a4 quattro,excellent,6 cylinders,gas,147211,clean,automatic,4wd,sub-compact,sedan,red,35.2901,-120.6817
louisville,KY,5500,2001,mercedes-benz,benz cl600,good,12 cylinders,gas,155236,clean,manual,rwd,compact,coupe,white,38.2628,-85.6663
lehigh valley,PA,7988,2013,chrysler,town country,good,6 cylinders,gas,153175,clean,other,fwd,full-size,van,white,40.583849,-75.631676
utica,NY,23900,2013,gmc,sierra 1500 crew cab,excellent,8 cylinders,gas,56839,clean,automatic,4wd,full-size,truck,white,43.204762,-75.440834
southern WV,WV,0,2018,gmc,acadia,excellent,6 cylinders,gas,15819,clean,automatic,4wd,full-size,SUV,grey,37.803979999999996,-81.18384
topeka,KS,7995,2003,chevrolet,silverado 1500,good,8 cylinders,gas,158079,clean,automatic,4wd,full-size,truck,grey,39.137157,-95.954892
washington,DC,5499,2008,ford,- f-150,good,8 cylinders,gas,142339,clean,automatic,fwd,full-size,truck,white,38.793,-77.5266
colorado springs,CO,12200,2005,lexus,ls 430,like new,8 cylinders,gas,57201,clean,automatic,fwd,full-size,sedan,silver,38.9676,-104.7211
monterey bay,CA,12995,2015,honda,cr-z,like new,4 cylinders,hybrid,58756,clean,automatic,fwd,compact,hatchback,black,36.687201,-121.79871000000001
western slope,CO,5649,2009,ford,fusion sel,good,6 cylinders,gas,121379,clean,automatic,fwd,mid-size,sedan,red,39.083071999999994,-108.59026200000001
fayetteville,NC,0,2016,subaru,impreza outback sport,like new,6 cylinders,gas,39444,clean,automatic,4wd,mid-size,SUV,silver,35.0257,-78.9705
huntsville ,AL,13900,2004,jeep,wrangler sahara,excellent,6 cylinders,gas,128177,clean,manual,4wd,full-size,SUV,green,34.767146000000004,-87.08568000000001
wausau,WI,21991,2011,chevrolet,express passenger,good,8 cylinders,gas,65006,clean,automatic,4wd,full-size,van,blue,45.553434,-94.231841
minneapolis ,MN,5995,2006,toyota,highlander,good,6 cylinders,gas,228574,clean,automatic,4wd,full-size,SUV,white,45.124807000000004,-93.126571
san antonio,TX,28920,2015,ram,2500 slt,excellent,6 cylinders,diesel,126110,clean,automatic,4wd,full-size,pickup,white,29.485474,-98.49929499999999
hudson valley,NY,5000,2004,ford,taurus,like new,6 cylinders,gas,97000,clean,automatic,fwd,mid-size,sedan,brown,41.9697,-74.0668
poconos,NJ,12500,2004,mercedes-benz,benz sl500,excellent,8 cylinders,gas,84113,clean,automatic,rwd,full-size,convertible,silver,41.0312,-75.0974
norfolk ,VA,12800,2016,kia,optima,excellent,4 cylinders,gas,89256,lien,automatic,fwd,mid-size,sedan,white,36.7341,-76.0359
